pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_SNRNP_ASSEMBLY,0.99137931,1,0.039275857,0.176135753,0.619667712,52,
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,0.197860963,0.398955608,0.129442888,0.358610278,1.194499066,40,
REACTOME_SPHINGOLIPID_METABOLISM,0.89483066,1,0.045496781,0.20821307,0.780632105,80,
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,0.925155925,1,0.051011413,-0.237191176,-0.64831303,16,
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,9.54E-05,0.001046159,0.538434096,0.467704686,1.839970779,110,
REACTOME_STABILIZATION_OF_P53,0.79020979,1,0.050294806,0.233432387,0.823178606,54,
REACTOME_STIMULI_SENSING_CHANNELS,0.131849315,0.298548094,0.158514105,0.311183137,1.207550251,103,
REACTOME_STRIATED_MUSCLE_CONTRACTION,0.085877863,0.214044067,0.211400189,0.435521333,1.360422384,33,
REACTOME_SULFUR_AMINO_ACID_METABOLISM,0.196597353,0.396813063,0.134273453,0.408645526,1.22141239,26,
REACTOME_SUMOYLATION,8.68E-04,0.006135486,0.477270815,0.388471134,1.618672428,168,
REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS,0.826923077,1,0.048214971,0.228495643,0.805769618,54,
REACTOME_TRIGLYCERIDE_CATABOLISM,0.677543186,0.937917426,0.061840604,0.30144546,0.846809793,21,
REACTOME_TRIGLYCERIDE_METABOLISM,0.097328244,0.234299944,0.197822021,0.41979839,1.31130919,33,
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA,0.425531915,0.693641618,0.086034724,0.391246061,1.037725177,17,
REACTOME_TRNA_AMINOACYLATION,0.795309168,1,0.059221919,-0.258145274,-0.781271507,24,
REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,0.946902655,1,0.052805005,-0.200749419,-0.697499385,39,
REACTOME_TRNA_PROCESSING,1,1,0.053897903,-0.144250771,-0.58903964,103,
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,1,1,0.052057003,-0.14400802,-0.52861313,56,
REACTOME_TRP_CHANNELS,0.560869565,0.834330461,0.077476755,-0.301605531,-0.94843214,28,
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,0.726229508,0.978550887,0.051218435,0.21337184,0.884923217,157,
REACTOME_UCH_PROTEINASES,0.705467372,0.963731898,0.055942859,0.230951186,0.869602582,83,
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION,0.003275411,0.018526253,0.431707696,-0.620263659,-1.836533927,21,
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,1,1,0.03855791,0.151059458,0.578262352,89,
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,0.032035432,0.107001596,0.321775918,-0.472723673,-1.507325196,29,
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,0.711229947,0.968921956,0.056059588,0.253001582,0.842725857,40,
REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION,0.253816794,0.482284153,0.116739205,0.429367806,1.173064447,19,
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY,0.713207547,0.970505735,0.058593757,0.27780282,0.836323682,27,
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,0.94765343,1,0.043450683,0.205060301,0.685270764,42,
REACTOME_VISUAL_PHOTOTRANSDUCTION,0.096322242,0.232445116,0.190023305,0.332689037,1.263293577,87,
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,0.043329995,0.133437458,0.321775918,0.584202238,1.549514312,17,
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS,4.25E-05,5.56E-04,0.557332239,-0.603340424,-2.115491121,41,
REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM,0.074309979,0.194288607,0.241339977,-0.484078765,-1.404208904,20,
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4,0.6875,0.947204404,0.065087757,-0.3131245,-0.837160369,15,
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING,0.34086629,0.59530279,0.097215081,0.369580264,1.097064963,25,
REACTOME_XENOBIOTICS,0.883587786,1,0.049192752,0.260009416,0.710364861,19,
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,0.069097889,0.183826459,0.237793834,0.512071882,1.438493998,21,
REACTOME_ZINC_TRANSPORTERS,0.773195876,1,0.058969447,-0.276687522,-0.77185541,17,
SA_B_CELL_RECEPTOR_COMPLEXES,0.075046904,0.195696947,0.224966094,0.487475821,1.432242624,24,
SA_CASPASE_CASCADE,0.061704636,0.169892649,0.321775918,0.535029666,1.461740426,19,
SA_G1_AND_S_PHASES,0.296934866,0.543355441,0.106729884,0.447269835,1.14450331,15,
SA_MMP_CYTOKINE_CONNECTION,1.05E-05,1.79E-04,0.593325476,0.83207723,2.129173642,15,
SA_PTEN_PATHWAY,0.84139265,1,0.052057003,0.273312357,0.724922606,17,
SA_TRKA_RECEPTOR,0.528046422,0.801201873,0.074550078,0.365587758,0.969670136,17,
SIG_BCR_SIGNALING_PATHWAY,0.00200989,0.012207765,0.431707696,0.530474122,1.810705299,45,
SIG_CD40PATHWAYMAP,0.811320755,1,0.052589895,0.250080873,0.79049421,34,
SIG_CHEMOTAXIS,0.43470483,0.704521621,0.08063885,0.294624336,0.997593631,44,
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES,0.190566038,0.389417555,0.136490438,0.407056819,1.225442052,27,
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES,0.177192982,0.369354749,0.136490438,0.342229772,1.195776634,51,
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES,7.62E-06,1.36E-04,0.610526878,0.679760742,2.183144939,35,
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,0.307420495,0.552930556,0.09957912,0.298724275,1.088422401,66,
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES,0.028638198,0.099178601,0.352487858,-0.463299031,-1.549357902,33,
WNT_SIGNALING,0.015463046,0.061664753,0.380730401,0.396455348,1.492678769,82,
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,0.914583333,1,0.051635596,-0.230087036,-0.656411579,18,
WP_16P112_DISTAL_DELETION_SYNDROME,0.376181474,0.639055276,0.091679525,0.339999763,1.051932905,31,
WP_16P112_PROXIMAL_DELETION_SYNDROME,0.826855124,1,0.048701086,0.223057471,0.820303544,70,
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME,0.006021692,0.029941614,0.407017919,0.593311186,1.721222309,23,
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,0.015686817,0.062305386,0.352487858,0.372340152,1.445813476,106,
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,0.182795699,0.376928561,0.135740944,0.340458612,1.20745663,59,
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION,0.978927203,1,0.04468544,0.210816376,0.566510832,18,
WP_7OXOC_AND_7BETAHC_PATHWAYS,0.594339623,0.865211221,0.067362387,0.303773801,0.914509161,27,
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,0.788830716,1,0.050294806,0.220922709,0.842524652,92,
WP_ACUTE_VIRAL_MYOCARDITIS,1.15E-09,7.48E-08,0.788186811,0.634390645,2.378456376,80,
WP_ADIPOGENESIS,6.90E-06,1.25E-04,0.610526878,0.478985119,1.914959156,122,
WP_AGERAGE_PATHWAY,8.90E-05,0.00100388,0.538434096,0.533890091,1.921014746,63,
WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION,0.864864865,1,0.054120057,-0.261495599,-0.714744144,16,
WP_ALLOGRAFT_REJECTION,2.30E-11,2.39E-09,0.863415392,0.6767129,2.514277418,74,
WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY,0.031848371,0.106919531,0.321775918,0.488669921,1.526440724,33,
WP_ALZHEIMERS_DISEASE,0.73364486,0.981840646,0.048408762,0.207204858,0.904568173,255,
WP_ALZHEIMERS_DISEASE_AND_MIRNA_EFFECTS,0.785046729,1,0.045315244,0.203566568,0.892600426,268,
WP_AMINO_ACID_METABOLISM,0.491166078,0.765242176,0.073621274,0.260103138,0.979304313,82,
WP_AMPACTIVATED_PROTEIN_KINASE_AMPK_SIGNALING,0.545132743,0.818181818,0.06847149,0.260050682,0.935700442,63,
WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS,0.011590152,0.049692081,0.380730401,0.650286864,1.724794492,17,
WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,0.881602914,1,0.047164246,0.222136918,0.729391328,38,
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,0.011557176,0.049692081,0.380730401,0.409247285,1.546817396,84,
WP_ANGIOGENESIS,5.95E-04,0.004486922,0.477270815,0.656808553,1.929755623,24,
WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY,0.567521368,0.840336277,0.064794337,0.235372475,0.94813369,128,
WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY,0.014000716,0.056984356,0.380730401,0.560425927,1.675073203,26,
WP_ANTIVIRAL_AND_ANTIINFLAMMATORY_EFFECTS_OF_NRF2_ON_SARSCOV2_PATHWAY,2.38E-04,0.002206709,0.518848078,0.670118929,2.00293778,26,
WP_APOPTOSIS,1.17E-05,1.96E-04,0.593325476,0.529968041,2.003101341,84,
WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,4.29E-04,0.003357569,0.498493109,0.549321586,1.932582362,52,
WP_APOPTOSIS_MODULATION_AND_SIGNALING,1.85E-08,8.29E-07,0.733761988,0.59619754,2.259969082,85,
WP_APOPTOSIS_MODULATION_BY_HSP70,0.003851971,0.021299132,0.431707696,0.657092754,1.795225766,19,
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY,0.03857054,0.122212273,0.321775918,0.381109712,1.415985334,74,
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586,0.018600605,0.071158128,0.352487858,0.463463639,1.569281009,44,
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873,0.01026944,0.045452635,0.380730401,0.511073528,1.641382795,35,
WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE,0.548736462,0.822479709,0.069119846,0.280277351,0.936631193,42,
WP_ATM_SIGNALING_PATHWAY,0.130671506,0.296489142,0.164405756,0.398317095,1.298468554,37,
WP_AUTOPHAGY,0.968634686,1,0.043450683,0.206538847,0.634563372,29,
WP_BASE_EXCISION_REPAIR,0.988657845,1,0.043625124,0.178114045,0.551071044,31,
WP_BDNFTRKB_SIGNALING,0.826359833,1,0.056529953,-0.236541739,-0.791039454,33,
WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS,0.804597701,1,0.05367696,0.293305991,0.750530556,15,
WP_BLADDER_CANCER,0.0181219,0.069732222,0.352487858,0.504087266,1.655181331,38,
WP_BLOOD_CLOTTING_CASCADE,0.016193247,0.063803332,0.352487858,0.601193922,1.615542752,18,
WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT,4.94E-04,0.003808813,0.477270815,0.711749297,1.989735891,20,
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,0.792358804,1,0.047829963,0.207606914,0.851018749,142,
WP_BREAST_CANCER_PATHWAY,7.40E-04,0.00532982,0.477270815,0.404995373,1.657578019,145,
WP_BURN_WOUND_HEALING,6.46E-21,3.19E-18,1.186650953,0.745305307,2.853515352,96,
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,1.07E-06,2.39E-05,0.643551836,0.541016761,2.077050375,97,
WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS,0.786912752,1,0.048603425,0.212264205,0.869817673,149,
WP_CAMKK2_PATHWAY,0.232075472,0.45095262,0.12210792,0.371864983,1.175448216,34,
WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE,0.00250304,0.014661723,0.431707696,0.651002069,1.855435783,22,
WP_CANNABINOID_RECEPTOR_SIGNALING,0.466101695,0.739023892,0.086034724,-0.315508011,-0.986762041,27,
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING,0.241509434,0.464206059,0.119348441,0.393961816,1.186019625,27,
WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING,0.13926499,0.310631741,0.164405756,0.494156396,1.310680374,17,
WP_CARDIAC_HYPERTROPHIC_RESPONSE,0.396825397,0.662158354,0.08479851,0.288621244,1.01518131,55,
WP_CARDIAC_PROGENITOR_DIFFERENTIATION,0.001879259,0.011449561,0.455059867,0.538520043,1.799626933,42,
WP_CCL18_SIGNALING_PATHWAY,2.09E-04,0.001990844,0.518848078,0.614635969,2.018170366,38,
WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE,2.90E-04,0.002530236,0.498493109,0.757262407,1.969338256,16,
WP_CELL_CYCLE,9.20E-04,0.006349987,0.477270815,0.41400729,1.644848826,120,
WP_CELL_DIFFERENTIATION_EXPANDED_INDEX,0.12716763,0.291382881,0.172324345,0.464070806,1.322658744,22,
WP_CELL_DIFFERENTIATION_INDEX,0.428023033,0.695405322,0.085288469,0.398230388,1.035638809,16,
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR,0.006355749,0.030999217,0.407017919,0.54550307,1.692897522,30,
WP_CHEMOKINE_SIGNALING_PATHWAY,6.96E-08,2.41E-06,0.704975715,0.497469311,2.050792268,150,
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY,0.060416667,0.167975352,0.266350657,-0.560557355,-1.498689508,15,
WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS,0.618937644,0.886277274,0.075501529,-0.254804043,-0.909571942,46,
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,0.024678782,0.088540735,0.352487858,0.408099371,1.518610699,73,
WP_CILIARY_LANDSCAPE,0.832520325,1,0.044596162,0.203344542,0.864454867,207,
WP_CILIOPATHIES,0.5,0.772300469,0.06879431,0.23639244,0.981175128,159,
WP_CIRCADIAN_RHYTHM_GENES,0.730769231,0.979985368,0.072357085,-0.205404971,-0.908118223,184,
WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS,0.084210526,0.211221828,0.204294757,0.346484846,1.30959644,84,
WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME,0.435992579,0.704872523,0.082434409,0.326930816,1.014587083,30,
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION,0.18018018,0.374001762,0.155241966,-0.343299703,-1.203710947,41,
WP_COMPLEMENT_ACTIVATION,8.91E-06,1.57E-04,0.593325476,0.787119138,2.150467418,19,
WP_COMPLEMENT_AND_COAGULATION_CASCADES,3.62E-10,2.65E-08,0.814035838,0.709448894,2.501808595,54,
WP_COMPLEMENT_SYSTEM,1.36E-13,2.44E-11,0.943632225,0.683396697,2.590509523,85,
WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY,6.15E-12,7.58E-10,0.887074988,0.640273978,2.458114798,97,
WP_CONGENITAL_GENERALIZED_LIPODYSTROPHY_CGL,0.095785441,0.23187684,0.199915231,0.545230823,1.395172294,15,
WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY,0.304431599,0.550823077,0.105520937,0.396923344,1.131280236,22,
WP_COPPER_HOMEOSTASIS,5.08E-07,1.32E-05,0.659444398,0.652039193,2.293955809,52,
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY,0.357894737,0.616478369,0.090263548,0.274965114,1.042293223,85,
WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,2.27E-05,3.47E-04,0.575610261,0.767820232,2.146485398,20,
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,6.28E-05,7.56E-04,0.538434096,0.498694491,1.8976248,88,
WP_CYTOSOLIC_DNASENSING_PATHWAY,0.014166481,0.057304577,0.380730401,0.427885029,1.539593008,63,
WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,0.090211132,0.222040867,0.206587923,0.534649949,1.390411816,16,
WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY,7.19E-04,0.005234688,0.477270815,0.647087954,1.948054308,27,
WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM,3.76E-09,2.18E-07,0.761460801,0.682879893,2.421873981,59,
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE,0.030996481,0.105132396,0.352487858,0.556896441,1.587223194,22,
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALING_BY_CNV,0.004145185,0.022720266,0.407017919,-0.536151415,-1.792989789,33,
WP_DNA_DAMAGE_RESPONSE,0.033557191,0.110316415,0.321775918,0.409853572,1.489687041,65,
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT,9.43E-04,0.006488156,0.477270815,0.433771242,1.700566769,108,
WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR,0.315881326,0.565321612,0.097215081,0.287944572,1.076742969,76,
WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM,0.064347826,0.174242262,0.234392647,0.393248681,1.381402721,53,
WP_DNA_MISMATCH_REPAIR,1,1,0.048505984,-0.161326085,-0.484687071,23,
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK,0.942807626,1,0.041823869,0.18962254,0.74690323,113,
WP_DNA_REPLICATION,0.057761733,0.162888087,0.252961123,0.427130188,1.427384181,42,
WP_DOPAMINERGIC_NEUROGENESIS,0.021635114,0.079235092,0.352487858,0.546220447,1.632614035,26,
WP_DRUG_INDUCTION_OF_BILE_ACID_PATHWAY,0.166986564,0.354823981,0.1482615,0.488266102,1.269785884,16,
WP_EBOLA_VIRUS_INFECTION_IN_HOST,1.13E-07,3.64E-06,0.704975715,0.526975548,2.116761003,127,
WP_EBSTEINBARR_VIRUS_LMP1_SIGNALING,0.017372924,0.067375544,0.352487858,0.563792709,1.583786291,21,
WP_ECTODERM_DIFFERENTIATION,7.32E-05,8.65E-04,0.538434096,0.446883396,1.80783442,132,
WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME,0.988439306,1,0.044507054,0.181183326,0.516394713,22,
WP_EGFEGFR_SIGNALING_PATHWAY,0.015871238,0.062785219,0.352487858,0.336310008,1.395636456,162,
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE,0.003930947,0.021675107,0.407017919,0.431652017,1.631499767,84,
WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX,0.008308871,0.037956539,0.380730401,0.549278573,1.687585986,29,
WP_EICOSANOID_METABOLISM_VIA_LIPOOXYGENASES_LOX,0.012566229,0.052355716,0.380730401,0.531329435,1.632439629,29,
WP_EICOSANOID_SYNTHESIS,0.03878998,0.122514274,0.321775918,0.520359209,1.544638371,25,
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,0.108796296,0.255367288,0.206587923,-0.314281428,-1.237066287,84,
WP_EMBRYONIC_STEM_CELL_PLURIPOTENCY_PATHWAYS,1.85E-04,0.001784474,0.518848078,0.460770429,1.806415006,108,
WP_ENDOCHONDRAL_OSSIFICATION,1.00E-06,2.31E-05,0.643551836,0.616707273,2.205208581,60,
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS,1.00E-06,2.31E-05,0.643551836,0.616707273,2.205208581,60,
WP_ENDODERM_DIFFERENTIATION,9.11E-04,0.006329184,0.477270815,0.404453985,1.639065827,133,
WP_ENDOMETRIAL_CANCER,0.01919744,0.072876437,0.352487858,0.418814178,1.506954756,63,
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION,0.996485062,1,0.039921862,0.160734474,0.550832185,46,
WP_ENDOTHELIN_PATHWAYS,0.856870229,1,0.050600424,0.241663845,0.754876692,33,
WP_ENERGY_METABOLISM,0.345679012,0.599540936,0.092552886,0.305149375,1.048747897,47,
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY,0.68157424,0.941516829,0.058221624,0.255504086,0.865133046,44,
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,4.16E-05,5.47E-04,0.557332239,0.432860786,1.78275867,151,
WP_EPO_RECEPTOR_SIGNALING,0.055420508,0.157637006,0.321775918,0.502525891,1.502014119,26,
WP_ERBB_SIGNALING_PATHWAY,0.745233969,0.988093785,0.052589895,0.224785297,0.855349642,88,
WP_ERK_PATHWAY_IN_HUNTINGTONS_DISEASE,0.335249042,0.590349339,0.099233334,0.434405411,1.111584981,15,
WP_ESTROGEN_SIGNALING_PATHWAY,0.322456814,0.575004291,0.101713902,0.395997532,1.112422088,21,
WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS,0.239332096,0.460918594,0.118815039,0.378646991,1.175081477,30,
WP_EUKARYOTIC_TRANSCRIPTION_INITIATION,0.907942238,1,0.045405923,0.218766775,0.731075075,42,
WP_EXERCISEINDUCED_CIRCADIAN_REGULATION,0.080843585,0.205122413,0.208955028,0.398102872,1.364286515,46,
WP_EXTRACELLULAR_VESICLEMEDIATED_SIGNALING_IN_RECIPIENT_CELLS,0.001818876,0.011115981,0.455059867,0.593145577,1.822361574,29,
WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS,4.92E-04,0.003807444,0.477270815,0.719506613,1.965745023,19,
WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULINLIKE_GROWTH_FACTOR_IGF1AKT_SIGNALING,0.110707804,0.258930338,0.179782316,0.40716983,1.327327466,37,
WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_4,0.695402299,0.953513223,0.060509299,0.316784593,0.851271171,18,
WP_FAMILIAL_PARTIAL_LIPODYSTROPHY_FPLD,0.180811808,0.374525193,0.138805109,0.401600443,1.233864406,29,
WP_FARNESOID_X_RECEPTOR_PATHWAY,0.132183908,0.298548094,0.168238166,0.52471654,1.342679006,15,
WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS,0.01081608,0.047341337,0.380730401,0.490333981,1.638598691,42,
WP_FATTY_ACID_BETAOXIDATION,0.086792453,0.215414999,0.208955028,0.434368805,1.356558854,32,
WP_FATTY_ACID_BIOSYNTHESIS,0.87283237,1,0.050193425,0.247824721,0.706330867,22,
WP_FATTY_ACID_TRANSPORTERS,0.303534304,0.550136749,0.110564716,-0.406473723,-1.111011866,16,
WP_FERROPTOSIS,0.001598316,0.010048013,0.455059867,0.477434613,1.717879669,63,
WP_FGF23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS,0.162475822,0.348616601,0.151148761,0.480511387,1.274488905,17,
WP_FGFR3_SIGNALING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION,0.337735849,0.592613836,0.097877328,0.364595848,1.097613559,27,
WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY,1.20E-04,0.001230676,0.538434096,0.624249862,2.04973779,38,
WP_FLUOROPYRIMIDINE_ACTIVITY,0.480916031,0.755834589,0.078711381,0.314387691,0.982041566,33,
WP_FOCAL_ADHESION,4.00E-05,5.37E-04,0.557332239,0.408029659,1.7188852,192,
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING_PATHWAY,3.12E-09,1.86E-07,0.77493903,0.444245495,1.964721566,282,
WP_FOLATE_METABOLISM,0.008470811,0.038439958,0.380730401,0.460788725,1.634214502,59,
WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING_PATHWAY,0.785714286,1,0.053897903,0.267000831,0.774581361,23,
WP_FOXA2_PATHWAY,0.224137931,0.439372667,0.125639921,0.45083259,1.211488168,18,
WP_FRAGILE_X_SYNDROME,0.520190024,0.794779494,0.086286563,-0.235711068,-0.983813577,119,
WP_G13_SIGNALING_PATHWAY,0.183970856,0.378684536,0.136490438,0.369366542,1.212822951,38,
WP_G1_TO_S_CELL_CYCLE_CONTROL,0.080985915,0.205219765,0.208955028,0.366944507,1.327413594,64,
WP_GABA_RECEPTOR_SIGNALING,0.440604752,0.710003085,0.090263548,-0.312733402,-1.005165387,30,
WP_GALANIN_RECEPTOR_PATHWAY,0.007846808,0.036446117,0.380730401,0.665195676,1.764338021,17,
WP_GASTRIC_CANCER_NETWORK_1,0.021192063,0.07804689,0.352487858,0.54292858,1.59516723,24,
WP_GASTRIC_CANCER_NETWORK_2,0.005285744,0.027101451,0.407017919,0.564134301,1.74538779,31,
WP_GASTRIN_SIGNALING_PATHWAY,0.004329208,0.023413308,0.407017919,0.404222406,1.590228703,110,
WP_GDNFRET_SIGNALING_AXIS,0.011115228,0.048011946,0.380730401,0.600081071,1.710304689,22,
WP_GENES_ASSOCIATED_WITH_THE_DEVELOPMENT_OF_RHEUMATOID_ARTHRITIS,0.092843327,0.225983634,0.204294757,0.519458527,1.377790719,17,
WP_GENES_CONTROLLING_NEPHROGENESIS,3.54E-07,9.85E-06,0.67496286,0.697321959,2.324099667,41,
WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR,0.75,0.988863334,0.051740546,0.222684722,0.852447059,89,
WP_GLIOBLASTOMA_SIGNALING_PATHWAYS,0.040641315,0.126739265,0.321775918,0.367845828,1.384962167,82,
WP_GLUCOCORTICOID_RECEPTOR_PATHWAY,3.72E-08,1.44E-06,0.719512826,0.641035545,2.329959792,65,
WP_GLUTATHIONE_METABOLISM,0.713375796,0.970505735,0.064214088,-0.29125151,-0.844858302,20,
WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS,0.615384615,0.882826476,0.070450085,-0.299656525,-0.887250714,21,
WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY,0.533962264,0.806458691,0.072714108,0.316160871,0.951800359,27,
WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION,0.295081967,0.540910408,0.103958472,0.334997339,1.099970937,38,
WP_GLYCOLYSIS_AND_GLUCONEOGENESIS,0.13368984,0.301259981,0.160801401,0.385644745,1.284548481,40,
WP_GLYCOSAMINOGLYCAN_DEGRADATION,0.988483685,1,0.044329345,0.190110706,0.494402313,16,
WP_GLYCOSYLATION_AND_RELATED_CONGENITAL_DEFECTS,0.970276008,1,0.049790319,-0.199312431,-0.609013194,25,
WP_GPCRS_CLASS_A_RHODOPSINLIKE,2.22E-04,0.002094305,0.518848078,0.391917555,1.64877683,187,
WP_GPCRS_CLASS_B_SECRETINLIKE,0.699233716,0.956540094,0.060248409,0.32408635,0.829293351,15,
WP_GPCRS_OTHER,0.044733261,0.137185163,0.321775918,0.40386781,1.460982821,64,
